10000,0.0026860766,0.0000123779
20000,0.0061808649,0.0000022718
30000,0.0103207320,0.0000035110
40000,0.0148384599,0.0000037655
50000,0.0194589937,0.0000047855
60000,0.0243308816,0.0000046108
70000,0.0291981208,0.0000039985
80000,0.0343909957,0.0000043657
90000,0.0402410143,0.0000051828
100000,0.0462451544,0.0000058290
