10000,0.0027636438,0.0000059762
20000,0.0059279860,0.0000026389
30000,0.0098452022,0.0000038619
40000,0.0156853948,0.0000054590
50000,0.0202400249,0.0000040492
60000,0.0253428694,0.0000026073
70000,0.0305817918,0.0000026865
80000,0.0361637533,0.0000032044
90000,0.0436646257,0.0000034722
100000,0.0493897030,0.0000043871
