10000,0.0000066122,0.0019138049
20000,0.0000137336,0.0036861660
30000,0.0000238981,0.0057092669
40000,0.0000345654,0.0077425578
50000,0.0000545819,0.0101600128
60000,0.0000524009,0.0128555175
70000,0.0000635871,0.0151942465
80000,0.0000778621,0.0176749588
90000,0.0000870830,0.0200451195
100000,0.0000927927,0.0230796173
